CID,UNIT,W_ID,UTYPE,BEDS,AREA,PRICE,DATE,IS_MODE,IS_DEL
1666,Rukan Building,7408,Apartment,3,1478,1438000,29.06.2023,,
1318,Rukan Tower,4432,Apartment,1,784.56,622500,26.05.2023,,
1318,Rukan Tower,4435,Apartment,1,832.05,666490,26.05.2023,,
1318,Rukan Tower,4441,Apartment,1,889,707990,26.05.2023,,
1318,Rukan Tower,4460,Apartment,1,797.71,777000,26.05.2023,,
1318,Rukan Tower,4461,Apartment,2,1187,1103000,26.05.2023,,
1318,Rukan Tower,4469,Apartment,1,884.34,855000,26.05.2023,,
1318,Rukan Tower,4470,Apartment,1,1000.37,855000,26.05.2023,,
1318,Rukan Tower,4471,Apartment,1,774.66,751000,26.05.2023,,
1217,S Tower by Sobha,8505,Apartment,4,4947.2,15885237,23.12.2022,,
1652,Safa One,5667,Apartment,1,839.05,2724000,26.05.2023,,
1652,Safa One,5714,Apartment,2,1711,4399000,26.05.2023,,
1652,Safa One,5737,Apartment,1,1141,2949000,26.05.2023,,
1652,Safa One,5899,Apartment,1,1142.8,2956000,26.05.2023,,
1652,Safa One,5964,Apartment,2,1221.38,3156000,26.05.2023,,
1652,Safa One,5967,Apartment,2,1229.78,3118000,26.05.2023,,
1652,Safa One,8510,Apartment,2,1437.2,3644000,26.05.2023,,
1652,Safa One,8515,Apartment,2,1948.16,5840000,26.05.2023,,
1652,Safa One,8518,Apartment,3,2376.56,7038000,26.05.2023,,
1652,Safa One,8519,Apartment,2,2436.41,6828000,26.05.2023,,
1652,Safa One,8521,Apartment,3,2675.26,6988000,26.05.2023,,
1655,Safa Two,6213,Apartment,3,1750.32,3466000,26.05.2023,,
1655,Safa Two,6214,Apartment,3,1824.48,3622000,26.05.2023,,
1655,Safa Two,6215,Apartment,3,1677.02,3673000,26.05.2023,,
1655,Safa Two,6217,Apartment,3,1711.03,3713000,26.05.2023,,
1655,Safa Two,6218,Apartment,3,1754.19,3719000,26.05.2023,,
1655,Safa Two,6219,Apartment,3,1739.99,3741000,26.05.2023,,
1655,Safa Two,6220,Apartment,3,1714.58,3764000,26.05.2023,,
1655,Safa Two,6221,Apartment,3,1738.37,3790000,26.05.2023,,
1655,Safa Two,6249,Apartment,1,946.9,3002000,26.05.2023,,
1655,Safa Two,6311,Apartment,2,1112.13,2881000,26.05.2023,,
1655,Safa Two,6312,Apartment,2,1295.44,4198000,26.05.2023,,
1655,Safa Two,6313,Apartment,2,1299.2,4366000,26.05.2023,,
1655,Safa Two,6314,Apartment,2,1307.71,4211000,26.05.2023,,
1655,Safa Two,6315,Apartment,2,1307.92,2741000,26.05.2023,,
1655,Safa Two,6316,Apartment,2,1308.03,4265000,26.05.2023,,
1655,Safa Two,6317,Apartment,2,1309.86,4349000,26.05.2023,,
1655,Safa Two,6318,Apartment,2,1320.84,4333000,26.05.2023,,
1655,Safa Two,6319,Apartment,2,1327.62,4435000,26.05.2023,,
1655,Safa Two,6320,Apartment,2,1332.14,2891000,26.05.2023,,
1655,Safa Two,6321,Apartment,2,1336.34,4410000,26.05.2023,,
1655,Safa Two,6322,Apartment,2,1346.13,4524000,26.05.2023,,
1655,Safa Two,6323,Apartment,2,1350.66,2837000,26.05.2023,,
1655,Safa Two,6324,Apartment,2,1352.7,4491000,26.05.2023,,
1655,Safa Two,6325,Apartment,2,1361.63,3057000,26.05.2023,,
1655,Safa Two,6326,Apartment,2,1363.14,3872000,26.05.2023,,
1655,Safa Two,6327,Apartment,2,1365.19,4205000,26.05.2023,,
1655,Safa Two,6328,Apartment,2,1370.35,4577000,26.05.2023,,
1655,Safa Two,6329,Apartment,2,1381.44,4559000,26.05.2023,,
1655,Safa Two,6330,Apartment,2,1382.41,3035000,26.05.2023,,
1655,Safa Two,6331,Apartment,2,1388.11,4665000,26.05.2023,,
1655,Safa Two,6332,Apartment,2,1398.99,4673000,26.05.2023,,
1655,Safa Two,6333,Apartment,2,1402.43,2875000,26.05.2023,,
1655,Safa Two,6334,Apartment,2,1406.84,4390000,26.05.2023,,
1655,Safa Two,6335,Apartment,2,1412.12,4039000,26.05.2023,,
1655,Safa Two,6336,Apartment,2,1425.68,4221000,26.05.2023,,
1655,Safa Two,6337,Apartment,2,1426.86,3090000,26.05.2023,,
1655,Safa Two,6338,Apartment,3,1747.52,3845000,26.05.2023,,
1655,Safa Two,6339,Apartment,2,1427.19,4368000,26.05.2023,,
1655,Safa Two,6340,Apartment,2,1453.88,3272000,26.05.2023,,
1655,Safa Two,6341,Apartment,3,1823.51,3875000,26.05.2023,,
1655,Safa Two,6342,Apartment,2,1464.54,4218000,26.05.2023,,
1655,Safa Two,6343,Apartment,2,1467.77,4066000,26.05.2023,,
1655,Safa Two,6344,Apartment,3,1800.8,3881000,26.05.2023,,
1655,Safa Two,6345,Apartment,3,1802.95,3922000,26.05.2023,,
1655,Safa Two,6346,Apartment,2,1483.16,4139000,26.05.2023,,
1655,Safa Two,6347,Apartment,2,1493.38,4809000,26.05.2023,,
1655,Safa Two,6348,Apartment,2,1498.44,3394000,26.05.2023,,
1655,Safa Two,6349,Apartment,2,1500.7,3617000,26.05.2023,,
1655,Safa Two,6350,Apartment,3,1822.01,3982000,26.05.2023,,
1655,Safa Two,6351,Apartment,2,1503.61,3308000,26.05.2023,,
1655,Safa Two,6352,Apartment,3,1793.38,4009000,26.05.2023,,
1655,Safa Two,6353,Apartment,2,1520.4,4030000,26.05.2023,,
1655,Safa Two,6354,Apartment,3,1822.44,4046000,26.05.2023,,
1655,Safa Two,6355,Apartment,3,1839.12,4056000,26.05.2023,,
1655,Safa Two,6356,Apartment,3,1829.22,4080000,26.05.2023,,
1655,Safa Two,6357,Apartment,2,1523.63,3474000,26.05.2023,,
1655,Safa Two,6358,Apartment,3,1859.68,4120000,26.05.2023,,
1655,Safa Two,6359,Apartment,2,1530.52,4439000,26.05.2023,,
1655,Safa Two,6360,Apartment,3,1867.97,4129000,26.05.2023,,
1655,Safa Two,6361,Apartment,2,1552.26,3710000,26.05.2023,,
1655,Safa Two,6362,Apartment,3,1592.84,4301000,26.05.2023,,
1655,Safa Two,6363,Apartment,3,1685.95,4519000,26.05.2023,,
1655,Safa Two,6364,Apartment,2,1564.1,3481000,26.05.2023,,
1655,Safa Two,6365,Apartment,3,1746.44,4646000,26.05.2023,,
1655,Safa Two,6366,Apartment,3,1711.78,4845000,26.05.2023,,
1655,Safa Two,6367,Apartment,3,1699.51,4912000,26.05.2023,,
1655,Safa Two,6368,Apartment,3,1854.3,5137000,26.05.2023,,
1655,Safa Two,6369,Apartment,3,1685.52,5242000,26.05.2023,,
1655,Safa Two,6370,Apartment,2,1586.49,3507000,26.05.2023,,
1655,Safa Two,6371,Apartment,2,1672.6,5386000,26.05.2023,,
1655,Safa Two,6372,Apartment,3,1835.57,5525000,26.05.2023,,
1655,Safa Two,6373,Apartment,2,1673.25,5355000,26.05.2023,,
1655,Safa Two,6374,Apartment,3,1803.49,5573000,26.05.2023,,
1655,Safa Two,6375,Apartment,3,2108.11,6768000,26.05.2023,,
1655,Safa Two,6376,Apartment,3,2334.48,9525000,26.05.2023,,
1655,Safa Two,6377,Apartment,2,1767.86,5799000,26.05.2023,,
1655,Safa Two,6378,Apartment,3,2351.27,9594000,26.05.2023,,
1655,Safa Two,6379,Apartment,2,1921.36,6456000,26.05.2023,,
1655,Safa Two,6380,Apartment,2,2290.34,8543000,26.05.2023,,
1655,Safa Two,6381,Apartment,2,2454.39,9401000,26.05.2023,,
1655,Safa Two,6384,Apartment,2,2473.55,9474000,26.05.2023,,
1655,Safa Two,6385,Apartment,2,2605.62,9980000,26.05.2023,,
1655,Safa Two,6389,Apartment,2,2678.06,10257000,26.05.2023,,
1655,Safa Two,6448,Apartment,1,1017.51,3287000,26.05.2023,,
1655,Safa Two,6626,Apartment,1,1047.76,3469000,26.05.2023,,
1655,Safa Two,6815,Apartment,1,1099.32,3727000,26.05.2023,,
1655,Safa Two,6874,Apartment,2,1298.24,4366000,26.05.2023,,
1655,Safa Two,6983,Apartment,2,1143.99,3707000,26.05.2023,,
1655,Safa Two,7014,Apartment,1,1158.73,3905000,26.05.2023,,
1655,Safa Two,7164,Apartment,2,1274.99,4182000,26.05.2023,,
1655,Safa Two,7178,Apartment,1,775.75,2643000,26.05.2023,,
1655,Safa Two,7192,Apartment,1,1228.05,3918000,26.05.2023,,
1655,Safa Two,7263,Apartment,2,1185.54,3344000,26.05.2023,,
1655,Safa Two,8542,Apartment,1,800.73,2699000,26.05.2023,,
1655,Safa Two,8545,Apartment,1,818.69,2792000,26.05.2023,,
1655,Safa Two,8550,Apartment,1,897.82,2452000,26.05.2023,,
1655,Safa Two,8551,Apartment,2,1069.39,2931000,26.05.2023,,
1655,Safa Two,8565,Apartment,2,1242.26,3901000,26.05.2023,,
1966,Savanna,9100,Apartment,2,1025,2089888,30.06.2023,,
1966,Savanna,9101,Apartment,2,1046,2110888,30.06.2023,,
1966,Savanna,9102,Apartment,2,1057,2230888,30.06.2023,,
1966,Savanna,9103,Apartment,3,1488,3063888,30.06.2023,,
1966,Savanna,9105,Apartment,3,1613,3248888,30.06.2023,,
1966,Savanna,9106,Apartment,3,1701,3547888,30.06.2023,,
1905,Seascape,8705,Apartment,3,2651,4551888,30.06.2023,,
1905,Seascape,8706,Apartment,3,2641,4545888,30.06.2023,,
1905,Seascape,8707,Apartment,3,2625,4540888,30.06.2023,,
1905,Seascape,8708,Apartment,3,2620,4537888,30.06.2023,,
1208,Six Senses,3107,Penthouse,4,3414.85,28400000,26.05.2023,,
1208,Six Senses,3115,Penthouse,4,5516.29,49000000,26.05.2023,,
1926,SO Residence,8949,Apartment,1,700,1794847,09.03.2023,,
1926,SO Residence,8950,Apartment,1,760,2669117,09.03.2023,,
1926,SO Residence,8951,Apartment,1,761,2671763,09.03.2023,,
1926,SO Residence,8952,Apartment,1,762,2717433,09.03.2023,,
1926,SO Residence,8953,Apartment,1,763,2908865,09.03.2023,,
1926,SO Residence,8954,Apartment,1,769,2671393,09.03.2023,,
1926,SO Residence,8955,Apartment,1,776,2819230,09.03.2023,,
1926,SO Residence,8956,Apartment,1,779,2905985,09.03.2023,,
1926,SO Residence,8957,Apartment,1,799,2689067,09.03.2023,,
1926,SO Residence,8958,Apartment,1,794,2490913,09.03.2023,,
1926,SO Residence,8959,Apartment,1,783,2416675,09.03.2023,,
1926,SO Residence,8960,Apartment,1,784,2702310,09.03.2023,,
1926,SO Residence,8961,Apartment,1,793,2816077,09.03.2023,,
1926,SO Residence,8962,Apartment,1,795,2674265,09.03.2023,,
1926,SO Residence,8963,Apartment,1,792,2589082,09.03.2023,,
1926,SO Residence,8964,Apartment,1,957,2767198,09.03.2023,,
1926,SO Residence,8965,Apartment,1,832,2260837,09.03.2023,,
1926,SO Residence,8966,Apartment,1,801,2662449,09.03.2023,,
1926,SO Residence,8967,Apartment,1,994,2510940,09.03.2023,,
1926,SO Residence,8968,Apartment,1,872,2681235,09.03.2023,,
1926,SO Residence,8969,Apartment,1,927,2516364,09.03.2023,,
1926,SO Residence,8970,Apartment,1,1007,3161193,09.03.2023,,
1926,SO Residence,8971,Apartment,1,1186,3547499,09.03.2023,,
1926,SO Residence,8972,Apartment,1,1039,3650896,09.03.2023,,
1926,SO Residence,8973,Apartment,1,1136,3564326,09.03.2023,,
1926,SO Residence,8974,Apartment,2,1261,4981374,09.03.2023,,
1926,SO Residence,8975,Apartment,2,1286,3851913,09.03.2023,,
1926,SO Residence,8976,Apartment,2,1186,3831412,09.03.2023,,
1926,SO Residence,8977,Apartment,2,1220,4384231,09.03.2023,,
1926,SO Residence,8978,Apartment,1,1238,4001686,09.03.2023,,
1926,SO Residence,8979,Apartment,2,1487,4099662,09.03.2023,,
1926,SO Residence,8980,Apartment,2,1457,3955962,09.03.2023,,
1926,SO Residence,8981,Apartment,2,1375,5215696,09.03.2023,,
1926,SO Residence,8982,Apartment,2,1324,4663026,09.03.2023,,
1926,SO Residence,8983,Apartment,2,1273,4398848,09.03.2023,,
1926,SO Residence,8984,Apartment,2,1952,5394454,09.03.2023,,
1926,SO Residence,8985,Apartment,2,1652,4979820,09.03.2023,,
1926,SO Residence,8986,Apartment,2,1702,5130390,09.03.2023,,
1926,SO Residence,8987,Apartment,2,1593,4716322,09.03.2023,,
1926,SO Residence,8988,Apartment,2,1513,5833180,09.03.2023,,
1926,SO Residence,8989,Apartment,2,2061,6399319,09.03.2023,,
1926,SO Residence,8990,Apartment,2,2029,6482515,09.03.2023,,
1926,SO Residence,8991,Apartment,2,2041,6182912,09.03.2023,,
1926,SO Residence,8992,Apartment,2,2051,6032270,09.03.2023,,
1848,Sobha One,8158,Apartment,1,675.11,1647973,01.12.2022,,
1848,Sobha One,8181,Apartment,2,1034.63,2341552,01.12.2022,,
1848,Sobha One,8196,Apartment,2,1034.61,2565537,01.12.2022,,
1848,Sobha One,8197,Apartment,2,1025.05,2577023,01.12.2022,,
1848,Sobha One,8211,Apartment,2,1701.76,4024741,01.12.2022,,
1848,Sobha One,8231,Apartment,3,1642.57,4669972,01.12.2022,,
1848,Sobha One,8244,Apartment,4,2080.88,4839093,01.12.2022,,
1848,Sobha One,8257,Apartment,4,2172.85,5027074,01.12.2022,,
1848,Sobha One,8258,Apartment,4,2176.53,5034949,01.12.2022,,
1848,Sobha One,8261,Apartment,4,2227.74,5066258,01.12.2022,,
1848,Sobha One,8266,Apartment,3,1708.66,5244692,01.12.2022,,
1848,Sobha One,8270,Apartment,4,2084.43,5444994,01.12.2022,,
1848,Sobha One,8339,Apartment,1,681.28,1468158,21.11.2022,,
1848,Sobha One,8341,Apartment,1,549.02,1183138,21.11.2022,,
1848,Sobha One,8342,Apartment,1,553.41,1206434,21.11.2022,,
1848,Sobha One,8343,Apartment,1,537.63,1172033,21.11.2022,,
1848,Sobha One,8344,Apartment,1,539.72,1176590,21.11.2022,,
1848,Sobha One,8346,Apartment,2,1016.24,2189997,21.11.2022,,
1848,Sobha One,8348,Apartment,1,676.98,1441967,21.11.2022,,
1848,Sobha One,8349,Apartment,1,635.38,1396624,01.12.2022,,
1848,Sobha One,8354,Apartment,1,630.99,1370885,01.12.2022,,
1848,Sobha One,8356,Apartment,2,968.11,2083292,01.12.2022,,
1982,Sobha Reserve,9149,Villa,4,4983.22,8685752,05.04.2023,,
1982,Sobha Reserve,9150,Villa,4,4991.15,8574796,05.04.2023,,
1982,Sobha Reserve,9151,Villa,4,4997.94,8711409,05.04.2023,,
1982,Sobha Reserve,9152,Villa,5,5683.87,9906985,05.04.2023,,
1982,Sobha Reserve,9153,Villa,5,5696.58,9786724,05.04.2023,,
1982,Sobha Reserve,9154,Villa,5,5704.12,9799678,05.04.2023,,
1982,Sobha Reserve,9155,Villa,5,5746.53,10016202,05.04.2023,,
1921,Sobha Verde,8768,Apartment,1,734.42,2014961,16.03.2023,,
1921,Sobha Verde,8769,Apartment,1,896.53,2176125,16.03.2023,,
1921,Sobha Verde,8770,Apartment,1,896.74,2408491,16.03.2023,,
1921,Sobha Verde,8806,Apartment,2,909.44,2328241,16.03.2023,,
1921,Sobha Verde,8807,Apartment,1,917.62,2252096,16.03.2023,,
1921,Sobha Verde,8808,Apartment,2,1234.19,2868474,16.03.2023,,
1921,Sobha Verde,8809,Apartment,2,1234.84,3158268,16.03.2023,,
1921,Sobha Verde,8810,Apartment,2,1267.34,3115390,16.03.2023,,
1921,Sobha Verde,8811,Apartment,3,1646.77,4159344,16.03.2023,,
377,The 8,8441,Apartment,1,854,4480500,18.05.2023,,
377,The 8,8442,Apartment,1,855,4583000,18.05.2023,,
377,The 8,8443,Apartment,1,1008,4017000,18.05.2023,,
377,The 8,8444,Apartment,1,1149,5098500,18.05.2023,,
377,The 8,8445,Apartment,2,1212,6231500,18.05.2023,,
377,The 8,8449,Apartment,2,1234,5150000,18.05.2023,,
377,The 8,8451,Apartment,2,1236,6643500,18.05.2023,,
377,The 8,8452,Apartment,2,1237,5098500,18.05.2023,,
377,The 8,8453,Apartment,2,1241,4696800,18.05.2023,,
377,The 8,8454,Apartment,1,1270,4635000,18.05.2023,,
377,The 8,8455,Apartment,2,1376,7158500,18.05.2023,,
623,The Cove,1510,Apartment,3,1840,4492888,26.05.2023,,
623,The Cove,1511,Apartment,2,1658,3461888,26.05.2023,,
623,The Cove,1512,Apartment,2,1204,2908888,26.05.2023,,
1282,UPSIDE Living by SRG,8940,Apartment,0,395.68,1025888,19.06.2023,,
1282,UPSIDE Living by SRG,8941,Apartment,0,474.04,1180888,19.06.2023,,
1282,UPSIDE Living by SRG,8943,Apartment,0,513.87,1268888,19.06.2023,,
1282,UPSIDE Living by SRG,8946,Apartment,0,568.12,1348888,19.06.2023,,
1282,UPSIDE Living by SRG,8947,Apartment,1,651.22,1607888,19.06.2023,,
1282,UPSIDE Living by SRG,8948,Apartment,1,659.07,1874888,19.06.2023,,
140,Urbana I,936,Apartment,2,1205,1208888,25.05.2023,,
122,Urbana III,873,Apartment,2,1159,1201888,25.05.2023,,
122,Urbana III,879,Apartment,2,1214,1236888,25.05.2023,,
122,Urbana III,890,Apartment,2,1214,1219888,25.05.2023,,
122,Urbana III,906,Apartment,2,1159,1241888,25.05.2023,,
1843,Waves Opulence,9039,Apartment,2,1502.11,2854009,30.06.2023,,
1843,Waves Opulence,9040,Apartment,2,1614.81,2987399,30.06.2023,,
1843,Waves Opulence,9043,Apartment,3,1748.6,3322340,30.06.2023,,
1843,Waves Opulence,9045,Apartment,3,1856.02,3526438,30.06.2023,,
1843,Waves Opulence,9048,Apartment,3,2311.66,4276571,30.06.2023,,
1922,Marriott Executive,9173,Apartment,1,1151.86,2027274,25.05.2023,,
1922,Marriott Executive,9174,Apartment,1,1215.02,2126320,25.05.2023,,
1922,Marriott Executive,9175,Apartment,2,1488.34,2306927,25.05.2023,,
1922,Marriott Executive,9176,Apartment,2,1496.52,2319606,25.05.2023,,
1922,Marriott Executive,9177,Apartment,2,1491.89,2416862,25.05.2023,,
1922,Marriott Executive,9178,Apartment,2,1582.09,2531344,25.05.2023,,
1922,Marriott Executive,9179,Apartment,2,1578.65,2762638,25.05.2023,,
1922,Marriott Executive,9180,Townhouse,2,2215,4651542,25.05.2023,,
1922,Marriott Executive,9181,Apartment,3,2620,5398642,25.05.2023,,
1974,Mag 330,9182,Apartment,0,585.9,748000,25.05.2023,,
1974,Mag 330,9183,Apartment,0,606.68,779000,25.05.2023,,
1974,Mag 330,9184,Apartment,1,788.38,967000,25.05.2023,,
1974,Mag 330,9185,Apartment,1,796.05,969000,25.05.2023,,
1974,Mag 330,9186,Apartment,1,801.14,970000,25.05.2023,,
1974,Mag 330,9187,Apartment,1,795.02,973000,25.05.2023,,
1974,Mag 330,9188,Apartment,0,863.28,1046000,25.05.2023,,
1974,Mag 330,9189,Apartment,1,985.25,1179000,25.05.2023,,
1974,Mag 330,9190,Apartment,1,1046.98,1271000,25.05.2023,,
1974,Mag 330,9191,Apartment,1,1172.91,1389000,25.05.2023,,
1974,Mag 330,9192,Apartment,2,1180.54,1390000,25.05.2023,,
1974,Mag 330,9193,Apartment,2,1235.32,1444000,25.05.2023,,
1974,Mag 330,9194,Apartment,1,1197.11,1466000,25.05.2023,,
1974,Mag 330,9195,Apartment,1,1318.41,1575000,25.05.2023,,
1974,Mag 330,9196,Apartment,2,1362.72,1583000,25.05.2023,,
1974,Mag 330,9197,Apartment,2,1411.3,1618000,25.05.2023,,
1974,Mag 330,9198,Apartment,2,1465.77,1685000,25.05.2023,,
1974,Mag 330,9199,Apartment,2,1536.76,1739000,25.05.2023,,
1211,Biltmore Sufouh,9200,Apartment,2,1259.37,2820096,29.06.2023,,
1211,Biltmore Sufouh,9201,Apartment,2,1332.46,2697084,29.06.2023,,
1211,Biltmore Sufouh,9202,Apartment,2,1105.88,2358342,29.06.2023,,
1211,Biltmore Sufouh,9203,Apartment,1,764.66,1694791,29.06.2023,,
1211,Biltmore Sufouh,9204,Apartment,2,1323.31,2486862,29.06.2023,,
1211,Biltmore Sufouh,9205,Apartment,2,1266.05,2470338,29.06.2023,,
1211,Biltmore Sufouh,9206,Apartment,2,1260.77,2822850,29.06.2023,,
1211,Biltmore Sufouh,9207,Apartment,2,1333.86,2699838,29.06.2023,,
1211,Biltmore Sufouh,9208,Apartment,2,1103.08,2250018,29.06.2023,,
1211,Biltmore Sufouh,9209,Apartment,1,756.38,1748076,29.06.2023,,
1211,Biltmore Sufouh,9210,Apartment,2,1140.86,2194938,29.06.2023,,
1211,Biltmore Sufouh,9211,Apartment,2,1251.84,3152820,26.05.2023,,
1211,Biltmore Sufouh,9212,Apartment,2,1322.34,3016140,26.05.2023,,
1211,Biltmore Sufouh,9213,Apartment,2,1265.29,2763180,26.05.2023,,
1211,Biltmore Sufouh,9214,Apartment,2,1171.65,2336820,26.05.2023,,
1211,Biltmore Sufouh,9215,Apartment,1,796.2,1865580,26.05.2023,,
1211,Biltmore Sufouh,9216,Apartment,2,1171.97,2449020,26.05.2023,,
1211,Biltmore Sufouh,9217,Apartment,2,1256.79,3191580,26.05.2023,,
1211,Biltmore Sufouh,9218,Apartment,2,1327.4,3054900,26.05.2023,,
1211,Biltmore Sufouh,9219,Apartment,1,661.76,1882920,29.06.2023,,
1965,Belmont Residence,9222,Apartment,2,1287.04,1832828,29.06.2023,,
1897,Ocean House,9223,Apartment,3,3531.96,19072828,26.05.2023,,
1897,Ocean House,9224,Apartment,3,3233.58,17461828,26.05.2023,,
1897,Ocean House,9225,Apartment,3,3233.48,17460828,26.05.2023,,
1897,Ocean House,9226,Apartment,2,1642.14,8374828,26.05.2023,,
1897,Ocean House,9227,Apartment,3,3531.96,19602828,26.05.2023,,
1897,Ocean House,9228,Apartment,2,2048.91,10449828,26.05.2023,,
1897,Ocean House,9229,Apartment,3,3638.84,19649828,26.05.2023,,
1897,Ocean House,9230,Apartment,2,1872.49,9549828,26.05.2023,,
1956,The Highbury,9231,Apartment,2,1175.42,2840828,29.06.2023,,
1956,The Highbury,9234,Apartment,2,1172.41,2949828,29.06.2023,,
1956,The Highbury,9235,Apartment,2,1199.85,2920828,29.06.2023,,
1956,The Highbury,9236,Apartment,2,1216.75,2965828,29.06.2023,,
1956,The Highbury,9238,Apartment,1,797.82,2007828,29.06.2023,,
1956,The Highbury,9240,Apartment,2,1353.78,2560828,29.06.2023,,
1956,The Highbury,9243,Apartment,2,1362.39,3162828,29.06.2023,,
1956,The Highbury,9245,Apartment,3,2810.03,6850828,29.06.2023,,
1956,The Highbury,9246,Apartment,4,3629.05,8389828,29.06.2023,,
1956,The Highbury,9247,Apartment,4,3764.25,9899828,29.06.2023,,
1956,The Highbury,9248,Apartment,2,1765.93,4144828,29.06.2023,,
1987,The Quayside,9250,Apartment,3,1739.23,4296828,29.06.2023,,
1987,The Quayside,9251,Apartment,2,1420.84,3548828,29.06.2023,,
1987,The Quayside,9252,Apartment,1,986.08,2299828,29.06.2023,,
1968,Ellington Upper House,9253,Apartment,1,1089.63,2003828,29.06.2023,,
1968,Ellington Upper House,9257,Apartment,1,1031.18,1904828,29.06.2023,,
1959,The Sanctuary,9262,Villa,5,10028.6,22353828,29.06.2023,,
1959,The Sanctuary,9263,Villa,4,7951.99,16672828,29.06.2023,,
1959,The Sanctuary,9264,Villa,4,7844.41,17766828,29.06.2023,,
1993,Wilton Park Residences,9265,Apartment,1,786.52,1672828,29.06.2023,,
1993,Wilton Park Residences,9266,Apartment,0,540.13,1204828,29.06.2023,,
1993,Wilton Park Residences,9267,Apartment,1,776.4,1642828,29.06.2023,,
1873,Maimoon Gardens,9268,Apartment,2,966.38,1500000,26.05.2023,,
1873,Maimoon Gardens,9269,Apartment,2,968.62,1520000,26.05.2023,,
1873,Maimoon Gardens,9270,Apartment,2,966.44,1510000,26.05.2023,,
1873,Maimoon Gardens,9271,Apartment,3,1274.98,1855000,26.05.2023,,
1999,The Crestmark,9272,Apartment,2,1225.47,3346828,26.05.2023,,
1999,The Crestmark,9274,Apartment,2,1224.18,3407828,26.05.2023,,
1999,The Crestmark,9275,Apartment,1,1057.55,2641828,26.05.2023,,
1992,Creek Waters,9342,Apartment,1,923,2164888,30.06.2023,,
1992,Creek Waters,9344,Apartment,1,921,2123888,30.06.2023,,
1992,Creek Waters,9345,Apartment,1,776,1829888,30.06.2023,,
1992,Creek Waters,9346,Apartment,1,753,1766888,30.06.2023,,
1992,Creek Waters,9347,Apartment,1,757,1767888,30.06.2023,,
1992,Creek Waters,9350,Apartment,2,1135,2975888,30.06.2023,,
1992,Creek Waters,9351,Apartment,3,1846,4218888,30.06.2023,,
1992,Creek Waters,9353,Apartment,4,2631,6527888,30.06.2023,,
1992,Creek Waters,9354,Apartment,4,2441,6287888,30.06.2023,,
1991,Golf Grand,9357,Apartment,2,1147,2030888,30.06.2023,,
1991,Golf Grand,9358,Apartment,2,1066,1998888,30.06.2023,,
